visitorID,UnitTime,TotalTime,TotalAttractions
1154392,8.11,308,38
1154872,5.12,128,25
1155184,6.75,243,36
1155219,6.97,223,32
1155253,9.89,277,28
1155277,5.11,143,28
1155375,4.72,137,29
1155470,8.26,256,31
1155530,5.14,108,21
1155666,9.10,382,42
1155829,4.50,108,24
1155879,4.24,106,25
1155913,6.08,152,25
1155936,10.03,341,34
1155997,6.19,130,21
1156155,10.65,277,26
1156557,8.87,275,31
1156573,6.40,224,35
1156732,4.23,110,26
1156815,7.93,349,44
1156879,6.14,129,21
1156938,6.60,231,35
1156947,8.74,376,43
1157004,5.12,128,25
1157259,7.23,217,30
1157521,4.14,87,21
1157581,6.95,139,20
1158442,7.00,140,20
1158599,9.34,355,38
1158750,5.55,111,20
1158920,6.63,272,41
1158948,6.04,139,23
1159022,7.60,152,20
1159079,5.19,109,21
1159180,6.55,131,20
1159233,7.97,231,29
1159254,6.97,251,36
1159594,3.93,59,15
1159821,5.94,107,18
1159867,5.58,106,19
1159870,5.91,130,22
1160464,9.23,277,30
1160780,5.50,132,24
1161194,5.65,96,17
1161488,5.26,121,23
1161861,12.04,277,23
1161889,4.52,122,27
1162133,7.00,140,20
1162307,2.87,43,15
1162449,8.29,282,34
1162574,5.67,119,21
1162853,9.44,406,43
1163363,8.00,120,15
1163644,7.23,253,35
1163825,7.22,130,18
1164114,4.96,124,25
1164383,5.27,137,26
1164481,8.87,275,31
1164505,8.97,359,40
1164615,6.33,133,21
1164697,5.56,150,27
1164755,6.97,223,32
1164974,5.11,143,28
1165018,8.42,379,45
1165217,4.73,104,22
1165232,6.79,129,19
1165390,5.85,117,20
1165425,6.42,257,40
1165756,8.16,155,19
1165979,5.52,116,21
1166122,5.39,124,23
1166692,6.55,131,20
1166845,7.53,256,34
1167255,7.11,249,35
1167284,8.76,298,34
1167555,8.83,256,29
1168221,8.21,271,33
1168815,4.18,117,28
1168991,5.39,124,23
1169163,8.59,249,29
1169300,6.14,135,22
1169440,6.14,135,22
1169559,6.14,135,22
1169631,7.40,348,47
1169971,4.88,122,25
1170077,10.47,398,38
1170107,5.11,138,27
1170377,4.86,102,21
1171069,4.87,112,23
1171097,5.03,146,29
1171139,9.19,294,32
1171244,6.90,207,30
1171272,7.47,321,43
1171383,6.42,122,19
1171409,3.71,104,28
1171434,7.38,155,21
1171499,5.13,118,23
1171588,5.65,113,20
1172049,7.30,146,20
1172390,5.11,92,18
1172699,10.33,279,27
1173017,7.74,147,19
1173076,6.15,123,20
1173853,5.23,136,26
1173915,9.75,390,40
1174028,7.78,249,32
1174266,5.67,153,27
1174742,7.50,255,34
1174886,5.71,234,41
1174929,9.97,369,37
1174961,8.29,282,34
1175115,9.86,365,37
1175122,6.63,126,19
1175281,7.49,262,35
1175402,6.26,144,23
1175846,5.39,124,23
1175862,8.72,279,32
1175874,6.37,121,19
1175999,8.94,277,31
1176471,6.25,150,24
1176667,4.50,108,24
1176719,3.81,103,27
1176894,7.83,227,29
1176935,7.12,121,17
1176992,6.10,122,20
1177549,10.62,361,34
1178195,6.42,257,40
1178625,8.78,395,45
1178973,6.71,114,17
1179022,7.45,231,31
1179337,6.68,247,37
1179385,5.52,116,21
1179412,5.36,118,22
1179471,5.08,132,26
1179533,5.57,128,23
1179621,7.53,113,15
1179694,5.95,125,21
1180289,4.52,104,23
1180332,5.70,154,27
1180391,8.80,361,41
1180438,6.49,227,35
1180447,6.86,151,22
1180454,6.26,119,19
1180493,6.18,136,22
1180630,10.23,399,39
1180823,7.67,138,18
1180843,4.19,67,16
1180872,6.64,239,36
1180901,4.43,102,23
1180904,9.83,285,29
1180958,10.79,367,34
1181068,4.38,105,24
1181119,10.92,284,26
1181215,4.36,109,25
1181497,9.22,369,40
1181888,5.46,142,26
1181952,4.20,84,20
1182162,10.74,247,23
1182208,10.97,384,35
1182572,8.16,351,43
1182901,9.20,377,41
1182950,9.75,273,28
1183766,7.70,154,20
1183864,9.79,284,29
1183890,8.85,354,40
1184040,7.17,208,29
1184365,6.53,235,36
1184905,5.43,125,23
1185003,7.00,140,20
1185012,12.94,401,31
1185685,6.97,251,36
1185688,10.12,263,26
1186103,6.88,117,17
1186227,8.82,291,33
1186566,5.67,136,24
1186622,9.45,274,29
1186904,9.96,269,27
1187061,6.03,175,29
1187185,4.77,124,26
1187304,6.00,18,3
1187497,8.67,364,42
1187902,9.44,368,39
1187909,8.47,144,17
1188052,8.56,137,16
1188103,5.33,112,21
1188585,7.03,260,37
1188657,8.17,147,18
1188663,4.38,114,26
1188711,8.11,146,18
1188775,4.56,82,18
1188816,4.91,113,23
1188959,9.32,354,38
1189267,7.58,273,36
1189602,8.47,364,43
1189797,5.24,131,25
1189975,8.59,249,29
1189979,5.04,136,27
1190131,5.52,116,21
1190140,9.36,262,28
1190151,4.73,104,22
1190174,5.74,109,19
1190244,5.88,141,24
1190250,6.28,226,36
1190398,9.22,369,40
1190482,7.94,278,35
1190780,5.77,127,22
1190838,4.40,88,20
1191147,5.00,115,23
1191435,5.48,126,23
1191447,6.76,142,21
1191555,5.88,241,41
1191631,5.79,139,24
1191716,9.74,302,31
1192199,6.29,132,21
1192408,3.18,35,11
1192446,4.57,105,23
1192448,5.62,118,21
1192765,8.72,279,32
1192794,5.45,120,22
1192940,6.12,159,26
1192975,4.59,133,29
1193497,7.74,147,19
1193880,7.89,142,18
1193976,4.43,93,21
1194115,6.34,241,38
1194287,3.59,97,27
1194531,4.71,113,24
1194932,8.82,353,40
1195226,8.08,404,50
1195307,8.52,281,33
1195510,9.61,173,18
1195555,6.55,131,20
1195660,9.13,274,30
1195998,6.68,147,22
1196189,6.00,132,22
1196231,5.59,123,22
1196253,9.38,375,40
1196426,8.58,369,43
1196473,7.54,264,35
1196605,5.10,153,30
1196676,2.88,46,16
1196711,11.00,396,36
1196769,6.05,115,19
1196917,6.65,153,23
1196999,8.21,345,42
1197119,6.73,202,30
1197255,6.92,360,52
1197642,6.40,128,20
1197655,4.50,117,26
1197774,5.46,131,24
1197891,4.71,99,21
1197899,3.27,98,30
1198178,6.14,178,29
1198261,5.88,147,25
1198310,6.37,223,35
1198429,5.64,124,22
1198534,8.84,380,43
1198950,6.12,147,24
1199300,5.90,124,21
1199497,6.76,142,21
1199501,5.62,118,21
1199860,10.61,382,36
1200333,9.38,150,16
1200408,6.36,140,22
1200605,8.09,259,32
1200791,9.73,146,15
1200858,8.03,257,32
1200871,4.67,140,30
1200913,6.75,135,20
1201079,6.74,256,38
1201132,5.36,134,25
1201175,5.50,110,20
1201562,12.86,283,22
1201599,6.00,132,22
1201653,5.27,137,26
1201815,7.40,259,35
1201916,9.00,405,45
1202675,9.18,358,39
1202957,12.45,411,33
1202975,8.18,278,34
1203045,7.12,235,33
1203064,11.25,405,36
1203179,4.00,108,27
1203180,5.12,133,26
1203411,5.68,125,22
1203480,5.31,138,26
1203764,4.96,124,25
1203802,5.41,119,22
1204547,7.50,255,34
1204799,10.15,274,27
1204869,5.00,135,27
1205005,11.08,288,26
1205101,10.03,321,32
1205461,4.41,128,29
1205744,7.19,230,32
1205773,5.96,149,25
1205855,8.81,141,16
1206441,5.00,95,19
1206646,8.63,371,43
1206784,5.92,142,24
1207278,5.03,146,29
1207403,7.38,155,21
1207462,7.82,219,28
1207597,6.50,143,22
1207712,6.35,127,20
1207949,7.83,227,29
1207988,8.86,381,43
1207997,6.04,145,24
1208008,3.90,113,29
1208151,4.68,117,25
1208350,10.62,425,40
1208756,6.56,118,18
1208846,6.26,144,23
1208888,5.62,135,24
1208918,8.44,152,18
1208962,6.14,135,22
1209128,6.89,255,37
1209234,8.76,368,42
1209380,5.14,108,21
1209474,8.03,281,35
1209628,9.55,277,29
1209830,6.72,262,39
1210500,8.42,362,43
1210589,8.83,256,29
1210755,7.98,399,50
1210985,6.16,154,25
1211295,8.12,276,34
1211560,7.74,147,19
1211687,5.14,113,22
1212050,7.78,140,18
1212680,10.23,399,39
1212693,4.11,74,18
1213563,4.48,112,25
1213907,4.50,90,20
1213942,5.42,130,24
1213994,4.50,117,26
1214078,6.10,128,21
1214082,7.21,245,34
1214638,5.85,117,20
1214689,5.52,116,21
1214692,6.68,147,22
1215114,2.71,65,24
1215188,5.68,108,19
1215811,5.57,117,21
1215897,4.38,105,24
1215994,6.80,136,20
1215996,4.13,62,15
1216041,10.57,370,35
1216173,5.29,127,24
1216182,4.26,98,23
1216196,7.48,217,29
1216465,4.96,114,23
1216773,8.93,402,45
1216859,6.55,131,20
1216882,7.59,258,34
1216982,5.87,229,39
1217112,7.86,346,44
1217359,4.91,113,23
1217381,7.29,124,17
1217570,7.42,141,19
1217734,10.73,397,37
1217774,6.97,279,40
1217836,4.57,32,7
1217871,10.26,359,35
1218201,7.76,349,45
1218278,6.18,136,22
1218398,6.74,128,19
1218456,4.62,120,26
1218647,8.09,259,32
1219287,7.75,248,32
1219337,5.58,134,24
1219503,3.67,55,15
1219590,5.92,142,24
1219615,6.89,255,37
1220077,9.82,393,40
1220171,3.92,51,13
1220535,7.58,144,19
1220856,5.17,119,23
1221080,9.96,279,28
1221432,8.70,374,43
1221553,6.70,154,23
1221593,11.08,277,25
1221753,8.80,405,46
1221844,7.79,265,34
1221875,4.18,71,17
1221993,6.54,229,35
1222078,5.27,137,26
1222166,5.03,146,29
1222234,6.82,232,34
1222479,7.68,284,37
1222505,5.17,119,23
1223224,4.43,102,23
1223245,4.72,137,29
1223248,6.85,233,34
1223310,8.29,373,45
1223353,8.12,276,34
1223634,7.07,198,28
1223778,8.30,249,30
1223924,6.18,136,22
1224221,9.03,262,29
1224245,11.42,377,33
1224841,6.55,131,20
1224859,9.10,282,31
1224921,12.36,272,22
1225068,4.83,116,24
1225156,6.32,240,38
1225213,8.32,233,28
1225393,4.33,117,27
1225597,6.75,135,20
1225831,3.78,34,9
1226244,6.90,145,21
1226322,5.43,76,14
1226336,6.74,128,19
1226361,4.59,133,29
1226515,7.50,135,18
1227009,10.21,296,29
1227319,5.36,134,25
1227542,6.89,124,18
1227574,4.03,117,29
1227589,7.59,258,34
1228166,9.76,283,29
1228230,4.43,133,30
1228776,6.55,131,20
1228908,4.57,32,7
1229067,7.00,224,32
1229137,10.92,273,25
1229231,4.20,105,25
1229276,6.48,136,21
1229384,3.93,59,15
1229412,4.59,124,27
1229444,11.09,377,34
1229466,7.81,242,31
1229505,10.55,401,38
1229660,5.04,121,24
1229798,5.21,146,28
1230079,9.92,377,38
1230148,5.85,117,20
1230425,6.63,252,38
1230569,5.62,135,24
1230650,4.82,106,22
1230809,6.25,125,20
1230858,6.22,56,9
1230925,6.60,231,35
1230993,5.17,124,24
1231028,4.96,119,24
1231046,4.76,119,25
1231738,5.79,139,24
1232039,9.59,163,17
1232645,6.06,103,17
1232924,6.39,211,33
1232939,8.44,329,39
1233136,9.11,337,37
1233318,2.95,56,19
1233488,11.09,377,34
1233506,12.44,398,32
1233831,7.30,321,44
1234081,7.33,154,21
1234191,8.39,386,46
1234250,5.54,133,24
1234605,4.24,106,25
1234698,6.25,150,24
1234713,9.32,382,41
1234723,7.30,146,20
1234761,7.62,343,45
1235058,10.46,387,37
1235149,8.72,279,32
1235498,4.40,110,25
1235878,4.64,102,22
1235903,6.46,155,24
1236441,4.52,113,25
1236449,7.74,147,19
1236516,5.91,136,23
1236539,6.04,139,23
1236601,7.73,170,22
1236917,6.00,102,17
1236996,5.65,113,20
1237157,9.16,284,31
1237523,6.08,243,40
1237532,6.11,116,19
1237644,8.75,385,44
1237753,6.75,243,36
1237943,5.04,136,27
1238170,8.56,334,39
1238247,8.17,147,18
1238507,5.11,138,27
1238599,5.96,149,25
1238953,6.50,130,20
1239366,6.83,157,23
1239885,6.24,131,21
1240231,5.52,116,21
1240525,5.41,119,22
1240527,4.23,110,26
1240560,9.25,259,28
1240651,4.72,137,29
1240892,5.71,97,17
1240905,7.48,157,21
1240976,6.22,168,27
1241012,7.55,302,40
1241159,7.35,228,31
1241160,6.42,122,19
1241516,5.00,120,24
1241725,3.81,103,27
1242053,8.17,245,30
1242167,4.56,114,25
1242683,8.32,233,28
1242773,10.14,365,36
1243032,5.33,112,21
1243126,12.04,277,23
1243186,10.34,393,38
1243238,5.58,67,12
1243283,7.35,250,34
1243456,7.06,226,32
1243564,5.91,130,22
1243677,10.14,375,37
1243914,7.86,346,44
1244133,7.49,262,35
1244134,7.06,219,31
1244181,8.44,346,41
1244495,7.53,128,17
1244573,5.73,149,26
1244645,6.53,248,38
1244689,5.92,142,24
1245273,6.68,127,19
1245603,8.46,330,39
1245993,7.22,130,18
1246003,7.50,120,16
1246261,7.14,150,21
1246313,4.81,130,27
1246530,4.62,111,24
1246537,3.57,25,7
1246650,9.64,376,39
1246652,6.45,142,22
1246785,6.63,272,41
1247014,4.14,58,14
1247388,7.65,237,31
1247737,7.58,144,19
1247739,6.68,147,22
1247820,5.68,125,22
1248154,11.53,392,34
1248157,3.69,48,13
1248261,9.54,391,41
1248270,6.87,261,38
1249417,4.17,125,30
1249617,5.69,148,26
1250158,6.11,110,18
1250383,6.50,143,22
1250700,6.08,231,38
1250778,4.96,124,25
1250941,11.00,407,37
1250950,6.23,137,22
1251090,4.96,114,23
1251137,9.83,285,29
1251229,8.14,236,29
1251314,6.05,115,19
1251712,8.44,152,18
1251853,6.05,133,22
1252119,4.50,117,26
1252175,5.36,134,25
1252377,5.96,149,25
1252410,5.23,115,22
1252903,9.18,349,38
1253108,11.29,384,34
1253374,6.25,150,24
1254510,8.16,351,43
1254594,4.68,117,25
1254772,7.50,270,36
1255054,5.50,143,26
1255142,4.67,126,27
1255453,4.07,118,29
1255767,7.00,133,19
1256908,7.71,262,34
1257219,12.59,277,22
1257239,5.61,129,23
1257525,5.73,149,26
1257635,7.86,338,43
1258107,6.92,263,38
1258137,5.90,118,20
1258281,6.00,132,22
1258290,3.27,98,30
1258904,5.90,118,20
1259765,5.79,139,24
1259811,5.25,147,28
1259987,6.76,230,34
1260302,6.90,145,21
1260667,4.43,102,23
1260679,7.55,151,20
1261486,7.51,278,37
1261515,3.11,59,19
1261583,7.59,258,34
1261887,5.26,121,23
1262172,9.65,164,17
1262651,5.64,124,22
1262713,5.11,92,18
1263214,7.88,260,33
1263311,4.88,127,26
1263770,9.07,127,14
1263911,4.04,93,23
1264051,8.95,367,41
1264105,5.00,110,22
1264207,4.71,113,24
1264352,5.40,54,10
1264820,7.20,144,20
1264945,8.59,292,34
1265098,4.72,137,29
1265366,8.52,281,33
1265823,6.66,233,35
1265839,11.23,393,35
1266325,10.65,245,23
1266366,7.88,134,17
1267345,7.47,254,34
1267456,6.59,145,22
1267460,6.53,124,19
1267918,8.31,374,45
1267964,4.43,102,23
1268045,9.00,135,15
1268119,6.75,135,20
1268693,8.27,273,33
1268786,4.96,124,25
1269018,4.00,32,8
1269117,5.15,103,20
1269351,5.30,122,23
1269418,6.14,135,22
1269504,7.86,346,44
1270017,5.62,146,26
1270542,7.25,232,32
1270619,6.11,116,19
1271634,7.10,220,31
1272013,9.83,285,29
1272175,7.50,135,18
1272536,8.50,425,50
1272617,7.56,136,18
1273281,7.39,133,18
1273322,12.44,398,32
1274574,5.28,132,25
1274671,8.39,151,18
1274841,11.10,433,39
1275173,12.45,411,33
1275178,4.72,137,29
1276365,8.17,286,35
1276449,5.27,116,22
1276527,5.83,140,24
1276624,6.49,227,35
1276675,9.60,403,42
1276862,7.19,266,37
1276986,5.00,120,24
1277112,7.75,248,32
1277248,6.55,131,20
1277482,5.03,146,29
1277692,7.00,140,20
1277912,5.32,133,25
1278084,6.24,256,41
1278658,5.08,122,24
1278729,5.15,103,20
1279049,7.00,140,20
1279087,8.20,377,46
1279196,3.07,46,15
1279224,4.42,106,24
1279558,8.29,116,14
1279689,4.38,57,13
1279908,8.79,290,33
1280655,6.66,233,35
1280718,8.53,367,43
1280724,5.89,206,35
1280731,4.42,84,19
1280868,2.00,24,12
1280903,6.12,147,24
1280922,8.74,376,43
1280996,6.38,134,21
1281274,7.68,261,34
1281365,5.56,150,27
1281551,7.16,136,19
1281612,8.30,83,10
1281941,9.50,418,44
1282103,7.75,248,32
1282445,5.39,124,23
1282682,9.38,150,16
1283037,6.59,224,34
1283210,3.90,113,29
1283332,11.50,414,36
1283386,4.50,54,12
1283631,4.08,102,25
1283679,4.38,57,13
1283756,5.91,136,23
1283826,6.27,138,22
1284024,6.30,126,20
1284163,3.53,67,19
1284282,8.77,263,30
1284357,3.86,112,29
1284436,5.11,92,18
1284587,7.28,131,18
1284691,7.75,248,32
1284707,5.95,125,21
1284960,9.16,293,32
1285212,8.59,249,29
1285384,8.00,144,18
1285841,4.68,131,28
1286289,9.23,360,39
1286459,8.53,384,45
1286480,4.44,111,25
1287017,6.19,130,21
1287048,9.78,352,36
1287379,4.85,126,26
1287441,8.94,277,31
1287457,8.52,281,33
1287505,6.06,109,18
1287583,4.35,113,26
1287834,5.58,67,12
1287867,5.59,151,27
1287957,5.64,124,22
1288298,5.09,112,22
1288335,9.14,338,37
1288670,5.93,166,28
1288884,9.11,246,27
1288890,6.15,160,26
1289734,4.62,120,26
1290405,7.79,257,33
1291642,7.74,147,19
1291721,7.62,244,32
1291862,7.09,234,33
1292409,9.96,279,28
1292929,3.27,98,30
1293651,5.88,47,8
1293802,3.07,46,15
1293978,8.56,334,39
1294321,8.48,280,33
1294347,5.64,124,22
1295158,11.49,425,37
1295204,9.18,404,44
1295324,5.57,117,21
1295630,6.90,207,30
1295719,7.65,260,34
1295850,5.03,146,29
1295908,11.65,396,34
1296043,7.30,146,20
1296115,7.40,259,35
1296179,5.87,135,23
1296473,9.36,262,28
1296602,4.09,90,22
1296711,5.91,136,23
1296858,4.87,112,23
1297177,4.83,116,24
1297289,6.45,142,22
1297591,5.07,76,15
1297607,4.88,122,25
1297648,4.67,126,27
1297695,4.50,117,26
1297787,12.25,392,32
1297867,4.94,84,17
1297877,10.60,371,35
1297882,5.30,122,23
1298017,4.04,109,27
1298097,4.59,101,22
1298260,8.26,157,19
1298361,5.41,119,22
1298512,4.46,116,26
1299176,9.65,386,40
1299293,6.55,131,20
1299736,6.50,143,22
1300247,9.24,416,45
1300405,5.87,135,23
1300657,7.75,124,16
1300737,5.44,147,27
1300998,7.88,260,33
1301074,8.83,256,29
1301820,5.86,129,22
1301962,5.05,111,22
1302010,4.10,119,29
1302430,7.04,317,45
1302503,3.88,66,17
1302999,5.10,107,21
1303315,5.62,146,26
1303632,5.32,133,25
1303823,7.97,255,32
1303995,5.47,93,17
1304658,5.11,92,18
1304803,5.08,122,24
1305074,5.73,149,26
1305659,11.57,405,35
1305795,4.50,117,26
1305893,6.50,104,16
1306175,6.53,248,38
1306211,6.95,153,22
1306895,4.67,140,30
1306931,4.72,137,29
1307549,7.53,128,17
1307715,6.18,136,22
1307724,7.67,115,15
1307739,5.77,127,22
1307831,6.85,137,20
1308356,4.12,66,16
1308552,3.75,60,16
1308740,3.69,48,13
1308854,8.94,277,31
1308960,8.72,340,39
1309055,5.91,130,22
1309084,7.56,136,18
1309149,8.56,291,34
1309481,4.44,111,25
1309498,7.60,152,20
1309692,5.65,130,23
1309765,9.31,270,29
1309968,7.35,147,20
1310184,5.95,125,21
1310270,7.78,249,32
1310370,5.58,67,12
1310438,8.12,276,34
1310461,8.63,371,43
1310592,5.24,131,25
1310612,5.67,136,24
1310747,8.12,276,34
1310766,4.96,114,23
1311363,5.50,88,16
1311459,8.00,144,18
1311549,5.95,131,22
1311571,9.09,291,32
1312187,6.95,139,20
1312277,4.52,122,27
1312372,7.62,122,16
1312391,4.38,114,26
1312877,5.53,105,19
1312945,8.00,280,35
1313613,8.83,362,41
1313620,6.60,231,35
1314006,8.78,281,32
1314084,3.33,80,24
1314202,10.92,273,25
1314271,9.27,241,26
1314317,8.58,266,31
1314488,6.39,147,23
1314513,9.10,373,41
1314558,4.24,106,25
1314691,8.39,260,31
1314882,5.68,125,22
1314933,5.82,99,17
1314947,6.00,162,27
1315171,5.04,121,24
1315406,4.63,125,27
1315476,4.67,140,30
1315730,6.00,120,20
1315762,5.65,96,17
1315890,4.67,56,12
1316136,5.70,114,20
1316272,5.28,132,25
1316277,5.89,106,18
1316493,3.08,40,13
1316634,8.80,132,15
1316642,7.70,231,30
1316940,4.50,90,20
1317012,4.62,111,24
1317018,7.15,143,20
1317574,10.79,421,39
1317709,5.04,136,27
1317846,5.78,133,23
1318058,6.00,144,24
1318214,7.05,141,20
1318220,13.35,414,31
1318265,6.91,221,32
1318331,6.54,157,24
1318453,5.64,141,25
1318486,4.11,74,18
1318511,4.00,108,27
1318548,6.00,126,21
1318711,9.21,267,29
1318717,6.93,291,42
1318910,8.78,281,32
1318949,8.80,264,30
1319112,2.85,37,13
1319602,11.03,364,33
1319731,10.33,403,39
1319857,5.86,123,21
1319906,9.60,96,10
1319927,8.87,275,31
1320098,6.89,131,19
1320125,5.39,124,23
1320137,4.77,105,22
1320383,10.77,420,39
1320644,9.00,378,42
1320649,5.64,124,22
1320651,8.68,408,47
1320776,7.74,147,19
1321057,7.56,136,18
1321277,6.00,132,22
1321313,5.38,172,32
1321359,8.74,376,43
1321386,8.59,249,29
1321639,7.00,140,20
1322210,7.06,233,33
1322226,6.18,136,22
1322279,4.04,109,27
1322302,5.67,119,21
1322337,5.06,86,17
1322472,8.67,260,30
1322523,9.93,397,40
1322580,6.66,233,35
1322595,4.91,113,23
1323128,10.78,291,27
1323375,4.43,102,23
1323411,5.76,98,17
1323604,7.38,155,21
1323679,5.85,152,26
1323723,5.17,124,24
1323853,7.00,140,20
1323905,8.30,390,47
1324081,4.75,57,12
1324241,4.83,116,24
1324567,11.31,396,35
1324594,4.81,125,26
1324667,8.12,268,33
1324777,8.32,258,31
1324908,6.94,222,32
1324998,5.11,138,27
1325076,6.25,125,20
1325110,5.43,76,14
1325295,3.85,104,27
1325405,10.95,427,39
1325621,9.73,146,15
1326004,4.72,137,29
1326120,8.83,256,29
1326348,8.88,364,41
1326471,10.81,389,36
1326570,5.52,138,25
1326584,5.68,193,34
1326699,5.23,115,22
1326863,7.56,242,32
1327109,7.11,135,19
1327593,6.35,146,23
1327684,3.45,69,20
1327711,4.27,128,30
1327719,5.42,141,26
1328062,7.56,136,18
1328587,6.83,246,36
1328785,5.82,64,11
1329291,4.12,99,24
1329392,5.52,138,25
1329464,7.09,163,23
1329545,4.76,119,25
1329647,8.37,159,19
1329931,6.14,135,22
1330021,6.59,145,22
1330222,7.03,260,37
1330231,5.43,125,23
1330549,8.39,151,18
1330734,8.67,390,45
1330769,13.77,413,30
1331081,5.27,137,26
1331174,7.00,147,21
1331513,7.75,155,20
1331654,7.79,327,42
1331662,5.76,98,17
1331768,3.40,51,15
1332008,5.22,120,23
1332445,8.49,331,39
1332633,6.57,243,37
1332781,5.52,116,21
1332845,7.97,271,34
1332876,7.50,120,16
1332901,9.41,160,17
1332925,8.16,155,19
1332962,4.43,102,23
1333052,6.94,222,32
1333235,8.40,126,15
1333518,6.79,231,34
1333640,4.43,102,23
1333734,4.67,140,30
1333792,6.21,118,19
1334111,7.68,261,34
1334236,6.22,255,41
1334458,8.00,120,15
1334597,5.26,121,23
1334702,12.52,388,31
1334857,5.21,146,28
1334972,8.80,405,46
1335147,7.33,154,21
1335508,8.93,411,46
1336047,8.16,155,19
1336061,8.27,273,33
1336065,5.58,145,26
1336153,5.89,206,35
1336232,5.85,117,20
1336258,6.74,128,19
1336280,6.18,136,22
1336358,9.96,279,28
1336465,7.29,248,34
1336607,9.43,132,14
1336623,3.90,113,29
1336706,7.75,248,32
1336870,2.50,50,20
1336981,4.56,82,18
1337011,6.53,209,32
1337155,4.72,137,29
1337249,5.90,124,21
1337261,10.51,389,37
1337278,5.00,120,24
1337430,5.50,121,22
1337447,5.95,125,21
1338240,4.46,116,26
1338306,9.67,145,15
1338713,5.41,119,22
1338832,7.25,145,20
1338988,5.16,129,25
1339043,8.53,367,43
1339096,5.67,119,21
1339498,8.14,236,29
1339641,9.96,279,28
1339725,3.73,41,11
1339814,8.80,132,15
1339900,7.48,157,21
1340079,6.21,118,19
1340196,5.78,133,23
1340222,6.67,60,9
1340297,6.20,155,25
1340628,10.03,341,34
1340914,6.23,137,22
1340958,7.47,127,17
1341234,6.16,117,19
1341575,4.75,57,12
1341652,5.42,141,26
1341804,8.41,311,37
1342183,7.61,251,33
1342699,4.56,114,25
1342819,4.86,102,21
1342832,4.61,129,28
1342989,13.17,303,23
1343302,4.50,36,8
1343758,5.18,202,39
1343934,7.67,253,33
1344509,6.14,129,21
1344899,11.61,418,36
1345148,7.67,115,15
1345480,4.62,60,13
1345537,7.53,113,15
1345790,6.14,135,22
1345871,8.40,378,45
1346077,7.81,281,36
1346096,13.68,424,31
1346148,6.61,218,33
1346444,3.08,40,13
1346459,9.20,405,44
1346524,6.97,272,39
1346533,4.35,87,20
1346637,3.71,89,24
1346716,10.46,251,24
1346967,8.93,366,41
1346982,8.40,126,15
1347358,6.04,139,23
1347428,6.23,137,22
1348091,7.00,147,21
1348185,7.45,231,31
1348369,9.50,133,14
1348596,4.70,108,23
1349171,5.48,115,21
1349217,4.50,117,26
1349279,7.95,151,19
1349299,7.78,140,18
1349406,7.66,245,32
1349555,10.16,376,37
1349624,5.95,125,21
1349793,4.83,111,23
1349798,8.53,367,43
1349992,9.86,424,43
1350010,4.93,138,28
1350021,5.11,97,19
1350073,7.08,283,40
1350083,4.59,101,22
1350140,6.16,154,25
1350376,5.91,130,22
1350546,10.86,152,14
1350777,8.55,282,33
1350922,10.21,388,38
1350927,5.39,124,23
1350934,5.79,162,28
1350988,4.30,86,20
1351151,8.33,250,30
1351556,12.17,438,36
1351564,6.50,117,18
1351591,5.62,135,24
1351658,7.60,114,15
1351786,9.71,301,31
1351989,5.67,119,21
1352192,5.91,136,23
1352405,8.05,153,19
1352988,8.10,251,31
1353005,9.66,425,44
1353153,6.60,231,35
1353156,12.44,398,32
1353161,5.39,124,23
1353612,5.76,219,38
1354188,8.95,385,43
1355346,8.15,269,33
1355372,6.36,140,22
1355576,7.16,136,19
1355632,8.73,262,30
1356147,8.97,305,34
1356350,5.23,115,22
1356429,7.38,155,21
1356570,6.23,137,22
1356646,9.12,365,40
1356855,9.75,273,28
1357059,6.67,140,21
1357174,4.86,102,21
1357495,7.56,272,36
1357509,4.00,108,27
1357618,7.38,155,21
1357680,8.59,232,27
1357705,6.75,135,20
1357765,6.73,148,22
1357903,7.53,128,17
1357916,9.97,399,40
1357973,10.08,383,38
1358002,8.62,405,47
1358477,7.68,261,34
1358600,4.43,93,21
1358860,5.91,130,22
1358982,4.12,66,16
1359205,6.94,111,16
1359311,4.67,140,30
1359359,6.27,138,22
1359382,5.00,120,24
1359667,7.56,272,36
1359790,5.16,98,19
1360141,8.62,336,39
1360498,4.62,111,24
1360503,7.44,253,34
1360635,8.54,239,28
1360715,11.88,392,33
1360829,8.59,249,29
1360921,7.57,348,46
1361307,8.41,269,32
1361519,5.15,103,20
1361849,4.54,118,26
1361869,10.87,250,23
1361892,8.09,267,33
1361914,6.59,145,22
1362007,5.42,141,26
1362165,4.26,98,23
1362210,9.68,397,41
1362332,8.45,414,49
1362999,7.53,128,17
1363381,5.45,120,22
1363415,3.93,59,15
1363420,4.14,87,21
1363700,6.96,167,24
1363727,9.11,346,38
1363807,7.50,270,36
1364161,7.68,261,34
1364377,4.67,140,30
1364488,5.91,130,22
1364785,8.63,233,27
1364861,6.00,162,27
1364982,8.17,392,48
1365219,4.20,63,15
1365332,6.53,124,19
1365563,12.07,362,30
1366161,5.52,116,21
1366396,8.59,249,29
1366526,5.67,119,21
1366676,4.91,113,23
1366970,3.85,104,27
1367089,9.18,358,39
1367143,7.16,265,37
1367258,9.88,405,41
1367385,5.89,206,35
1367476,8.72,340,39
1367778,5.75,115,20
